k,diff
32,1.0691620495608207
32,0.5957328957390398
32,0.32303326831634127
32,2.1049577694969397
32,2.3623214581139975
32,1.2840452666748652
32,0.4228603974178369
32,0.9630157224929374
32,0.7791196809849277
32,0.5503932089038952
32,0.6637856346092672
32,0.959699474240983
32,0.4816912498622461
32,1.0843180208913914
32,1.121880853211953
32,2.536973658402037
32,1.8240944948238575
32,0.4749247141838553
32,1.7267250701207453
32,0.14948136328215078
32,2.53839516318014
32,1.0649609851431636
32,1.4377640274631234
32,0.9546685213163015
32,1.2604665512903273
32,2.2102759887296495
32,0.5431375740033757
32,2.4762279826059213
32,2.2980894911301353
32,0.9447327989688499
32,1.3466465854479224
32,2.0134993721432957
32,0.9430580194869229
32,1.3391578110352165
32,1.418714045884689
32,0.49686493606093585
32,0.0775232415874978
32,0.2857154416695673
32,2.3953615756330153
32,1.0331118596060191
32,0.5995228868801927
32,1.4032082015187988
32,1.253604517635866
32,1.7354235789721963
32,0.7311097737399797
32,2.3282407803992546
32,1.706633078752477
32,1.4413398473493615
32,1.0367423148409562
32,0.6768706313994866
32,0.11178784511926088
32,1.395553667334855
32,0.3178661027396572
32,2.5040145647069605
32,0.43802789075455806
32,0.2712662453929702
32,1.481351360301915
32,1.0189130455536528
32,2.274428855780042
32,0.2557349365871686
32,0.28121915951968735
32,1.5314962979499493
32,3.9139898203983354
32,0.5786928859028211
32,0.9894102338238491
32,0.8158306504122637
32,1.016037523348897
32,0.5067750699639224
32,1.3324419590708008
32,0.18182910564755073
32,0.49370495759076016
32,1.298974917549002
32,0.8290510257280514
32,1.341436825130716
32,0.01436405323713208
32,0.438299013261533
32,1.2112262943624224
32,2.2100144693267265
32,0.50165836826922
32,1.455271621949855
32,1.905793582797728
32,0.6681783057180972
32,0.5259377761276158
32,1.4797858361347256
32,1.1243100426170267
32,0.32552181083818477
32,0.5590387175626828
32,2.920558073130296
32,1.5258670689085005
32,0.019041973678569857
32,0.6550277891029128
32,0.023470659168723707
32,1.2968788647142682
32,2.65681927517198
32,1.3615100933649895
32,1.4002292450651983
32,0.8207783910212978
32,1.8828807640375311
32,0.8765396424155929
32,1.05716775492869
32,0.42540860565624694
32,0.4997903950900744
32,2.593223898797869
32,0.37744926587972705
32,0.7049292945513379
32,0.494681694908802
32,2.4930513864843733
32,1.2168712016481376
32,1.367632578962315
32,2.190844545907468
32,1.4263758591667113
32,1.4387172846127338
32,1.9059059771391715
32,0.31689471206781583
32,0.8688831284979774
32,2.3576204816696755
32,2.315870598478221
32,1.2784791737596506
32,0.49603384735543354
32,1.4740492243386067
32,0.8333592582443994
32,0.21448059786326068
32,0.38190364159081547
32,0.07635446711082716
32,2.2428950524950833
32,2.214476236815466
32,0.3456430023871926
32,0.3090597498229133
32,2.2666004134168567
32,0.9712051168874498
32,3.009341327355611
32,1.0721353476548696
32,2.1516355425978957
32,2.086984251199471
32,2.3753327603369288
32,0.4729087255072799
32,1.3762434560411048
32,0.08115176254565348
32,1.3315093047682476
32,1.7054995624455112
32,0.32016212273071254
32,1.7627533068312382
32,1.433742227987946
32,1.004790982189315
32,0.23902140695647578
32,1.0747732635047993
32,0.6848560840832825
32,0.532490921353574
32,0.646561456311407
32,1.5195467032453553
32,0.32506817575452196
32,2.903472283012597
32,0.5046493697232104
32,0.6423654610333585
32,0.9155054344376445
32,1.3500755769389485
32,1.00233784534799
32,0.6628795187353878
32,1.7772097298126006
32,1.0124937928498294
32,0.40806427507877174
32,1.4761518463083747
32,2.584868658082083
32,2.666719025536808
32,1.487703936531168
32,0.5248971656982122
32,0.21332237801049647
32,1.4751083665858258
32,1.0776325646537968
32,1.2631922708854493
32,0.534281873136615
32,1.4742686403226841
32,1.6354619222289744
32,0.11823546279387909
32,0.15860996130488125
32,1.5102570533540738
32,0.11688871935499723
32,1.3628328525085518
32,2.073267401872741
32,3.5442820702800297
32,1.3971799704085401
32,0.48365680528085164
32,2.4970192293899043
32,2.3715984090273103
32,1.2819367271457285
32,1.3590797321180061
32,1.0260869826885313
32,3.0095499661554754
32,0.3488139775872394
32,1.5257906468099267
32,3.2300900493541045
32,0.851856708863711
32,2.473153292435874
32,0.41420341305491437
32,0.5036137608316364
32,1.4942666671078673
32,1.7287974341845536
32,0.8888851159672817
32,1.4540594473406943
32,0.9749493991511051
32,1.9009487476043332
32,1.1247681962432776
32,1.4699054373628098
32,0.24340240740140073
32,0.9690128517946719
32,1.0472670018889247
32,2.5381077849821523
32,0.9947118880623935
32,1.1076140505860916
32,1.4560553026818552
32,2.4906321982126416
32,0.20753767140850332
32,1.4751984897330193
32,1.233780467709491
32,1.305314830729332
32,1.278571949971508
32,2.4322064471242717
32,0.5189813134155452
32,0.6055255025530788
32,0.4802657033848048
32,0.9840004194899761
32,1.04925045329125
32,1.8122492585566863
32,0.2970584415131996
